,AttorneyUno,Total Hours,Ethnicities,Imprisoned,Male,Female,OtherGender,Juvenile,Family and Children,Individual Rights,Housing and Homelessness,"Work, Employment and Unemployment",Other,Health and Disability,Consumer Financial Questions,Income Maintenance,Education,"Family, Divorce, and Custody",Housing or Property,Debts and Purchases,Civil and Constitutional Rights,Wills and Inheritance,Work,Personal Injury
305,4FD0F0FE-827E-40E4-A006-A0FD43A30E31,16.5,"['Caucasian', 'African American', '']",0.0,6.0,7.0,1.0,0.0,4.0,0.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,3.0,0.0
306,17CCC65A-50C6-4A5D-B3A9-A711769E187C,2.0999999999999996,"['Caucasian', '']",0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
307,FF600239-D2FC-4556-A2F9-B03AFBE8ECA7,0.7,"['Caucasian', '', 'African American']",0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
308,DD58890F-77D3-4838-B75A-BFA28601EE6D,4.8,"['African American', 'Latino or Hispanic', 'Caucasian']",0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
309,ABB463E2-4961-4021-BCCD-045553E5F6EE,2.1,"['Caucasian', ""I'd rather not answer""]",0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0
310,A3049F45-341F-4607-B95D-6E7C04283E19,20.4,"['Caucasian', '', 'African American,Native American or Alaska Native']",0.0,2.0,10.0,3.0,0.0,1.0,1.0,6.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0,1.0
311,E2FE885B-FAFE-4F5D-8604-09B9F35EF628,3.8000000000000003,"['Caucasian', 'African American', '']",0.0,7.0,13.0,1.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,8.0,0.0,0.0
312,16A40191-4A90-4C31-B285-6AA5F3E2B56A,3.5,"['Caucasian', 'Asian,Caucasian,Native Hawaiian / Pacific Islander', '']",0.0,1.0,14.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
313,288357E6-45B6-4B39-99EF-7466037EC519,3.5,['Caucasian'],0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
314,82695462-E618-4602-8D58-23028E5D45B6,0.6000000000000001,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,8.0,15.0,1.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,2.0,0.0,1.0,1.0,0.0
315,E3B8BF9F-3B74-48E6-83F6-9FDB81825D2E,0.9,"['Caucasian', '']",0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
316,05E7DFD3-6CFB-42FF-A8FE-8CC8429CCC6D,5.5,"['Caucasian', '', 'Hispanic or Latino']",0.0,2.0,9.0,1.0,0.0,4.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0
317,D89DB06A-9161-4BA4-AED2-D127B44146EC,3.5,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,0.0,8.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
318,06260DD3-977D-4CAF-8BEB-135F58D57A9B,14.5,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,2.0,17.0,1.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0
319,064EFF3C-6B38-42E6-A87A-9A4867EE08A9,97.3,"['Caucasian', '', 'Not Hispanic or Latino']",0.0,38.0,72.0,14.0,0.0,5.0,4.0,59.0,6.0,49.0,1.0,24.0,0.0,0.0,4.0,59.0,23.0,4.0,1.0,8.0,1.0
320,C6B801B2-31B0-4C56-B0DC-6E9E221CEC86,81.6,"['Caucasian', '', 'Other']",0.0,55.0,132.0,31.0,0.0,165.0,4.0,20.0,6.0,31.0,2.0,4.0,0.0,1.0,163.0,20.0,2.0,5.0,2.0,10.0,1.0
321,2E774E9E-E601-4BB6-8668-E26E09615F35,47.2,"['Caucasian', '', ""I'd rather not answer""]",0.0,26.0,53.0,12.0,0.0,11.0,4.0,26.0,6.0,47.0,2.0,13.0,8.0,2.0,10.0,26.0,13.0,4.0,1.0,9.0,0.0
322,3F7971E4-E695-4E4B-9D7F-A557621C8523,4.9,"['Caucasian', 'Caucasian,Other']",0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
323,87FE7E1B-9D41-4288-BBF5-03E6713A025A,8.2,"['Caucasian', '', 'Other']",0.0,9.0,17.0,3.0,0.0,0.0,0.0,25.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0
324,57A87B6E-516F-4E53-8200-BFBDD83252D0,4.0,"['Caucasian', '', ""I'd rather not answer""]",0.0,16.0,26.0,4.0,0.0,6.0,3.0,11.0,8.0,27.0,3.0,1.0,1.0,0.0,6.0,11.0,1.0,3.0,0.0,11.0,0.0
325,325CABD9-FA0C-469D-940E-3CBADA55AFF7,1.1,"['Caucasian', '']",0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
326,419B45F6-2F48-411C-B396-64BBE4D8B2C4,3.5,"['Caucasian', '', 'Latino or Hispanic']",0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
327,4F5AC5A9-4607-4420-B40D-E51DF323AB26,2.2,"['', 'Caucasian']",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
328,A6C8FBBD-D3C3-412C-A1C6-03E72FB93B9D,13.5,"['Caucasian', '', 'Not Hispanic or Latino']",0.0,6.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,1.0,0.0
329,DC7EF257-288E-4B17-8AD2-F77698626618,48.4,"['Caucasian', '', ""I'd rather not answer""]",0.0,14.0,18.0,2.0,0.0,5.0,0.0,15.0,2.0,14.0,4.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,5.0,6.0,0.0
330,06677FFB-8864-43E6-8178-E4EC17912022,3.9,"['Caucasian', 'African American', 'Caucasian,Native American or Alaska Native']",0.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
331,06777B43-C1F5-4B7B-BBAE-CBB711A039B3,4.0,"['Caucasian', '', 'Latino or Hispanic']",0.0,4.0,11.0,2.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0
332,14DE8708-6D3E-44FE-8412-8B4884D8EF2B,6.0,"['Caucasian', '', 'Latino or Hispanic']",0.0,12.0,45.0,8.0,0.0,60.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0
333,DF3BA6EC-C765-4EBE-BAB0-4AE24518DC78,29.700000000000003,"['Caucasian', '', 'Latino or Hispanic']",0.0,36.0,114.0,25.0,0.0,163.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,163.0,8.0,0.0,0.0,0.0,0.0,0.0
334,1C6FCCAB-7334-4765-B816-40F87C66408A,112.4,"['Caucasian', 'Not Hispanic or Latino', ""I'd rather not answer""]",0.0,22.0,69.0,9.0,0.0,63.0,5.0,8.0,1.0,23.0,1.0,9.0,1.0,0.0,62.0,8.0,9.0,4.0,1.0,3.0,2.0
335,57CB454D-ED49-4AA1-B932-E9A0B3F023DC,4.3,"['Caucasian', 'Latino or Hispanic', '']",0.0,8.0,26.0,3.0,0.0,31.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,31.0,2.0,1.0,0.0,0.0,1.0,0.0
336,9F65A6ED-502C-4435-AFB0-8B992836306C,24.900000000000002,"['Caucasian', '', 'Latino or Hispanic']",0.0,14.0,37.0,13.0,0.0,7.0,0.0,23.0,5.0,40.0,2.0,5.0,2.0,0.0,5.0,23.0,5.0,0.0,2.0,8.0,1.0
337,323CC3D0-917D-4F86-80FD-5F8564194A2E,4.5,"['Caucasian', '', 'Not Hispanic or Latino']",0.0,61.0,125.0,17.0,3.0,85.0,9.0,27.0,6.0,78.0,3.0,25.0,5.0,0.0,82.0,27.0,27.0,9.0,3.0,12.0,5.0
338,068896D1-E17D-4A88-B17C-7447AEE6F27B,0.5,"[""I'd rather not answer"", 'Asian', 'Latino or Hispanic']",0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
339,06889F90-4861-4642-A61E-1C087D4C274B,1.3,[''],0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
340,069E0F34-141E-45F6-9AFE-36D1F4E71843,0.2,['Latino or Hispanic'],0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
341,06C2135F-39B0-4663-A250-38AE9BAB4C54,1.8,"['Caucasian', 'Latino or Hispanic', 'Latino or Hispanic,Native American or Alaska Native']",0.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0
342,A0087799-5B94-45BC-B3FD-C5FB25CA6F1E,64.4,"['Caucasian', 'Latino or Hispanic', 'Caucasian,Latino or Hispanic']",0.0,42.0,143.0,19.0,0.0,113.0,15.0,36.0,10.0,13.0,4.0,14.0,4.0,0.0,109.0,36.0,14.0,14.0,10.0,11.0,5.0
343,06CB3BCA-86C4-46A2-9CAE-4D2E2CFCD046,7.2,"['Not Hispanic or Latino', 'Hispanic or Latino']",0.0,4.0,5.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0
344,E1756F9F-D187-476D-AA92-B822BDD8CCF4,6.6000000000000005,"['Caucasian', 'Latino or Hispanic', '']",0.0,183.0,480.0,72.0,1.0,668.0,4.0,1.0,0.0,119.0,0.0,0.0,0.0,0.0,668.0,1.0,1.0,4.0,0.0,0.0,3.0
345,6CB04567-00C0-4224-9D37-081695579E41,34.2,"['Caucasian', 'Not Hispanic or Latino', 'Latino or Hispanic']",0.0,46.0,67.0,5.0,0.0,42.0,0.0,28.0,0.0,60.0,0.0,18.0,0.0,0.0,0.0,28.0,18.0,0.0,42.0,0.0,0.0
346,06CD4F77-F120-435D-89A6-E4CB3C895D6E,0.5,[''],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,06E958B2-E2A9-4B69-B860-804B5FA8F618,8.1,"['Caucasian', '', 'Not Hispanic or Latino']",0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
348,EE6E128D-3784-4134-A5E4-D48C8D867E8C,25.900000000000002,"['Caucasian', ""I'd rather not answer"", '']",0.0,17.0,45.0,5.0,0.0,8.0,5.0,17.0,6.0,32.0,2.0,11.0,2.0,0.0,6.0,17.0,11.0,5.0,2.0,8.0,2.0
349,06F78650-6D8D-4691-B3A3-229BE39A1B9E,97.2,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,22.0,47.0,4.0,1.0,42.0,9.0,4.0,2.0,22.0,1.0,2.0,0.0,0.0,42.0,6.0,3.0,7.0,0.0,3.0,2.0
350,6A779D99-28EC-484E-BB69-918D33968D3C,22.6,"['Caucasian', '', ""I'd rather not answer""]",0.0,3.0,9.0,4.0,0.0,2.0,3.0,2.0,0.0,16.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0
351,1B315AF8-AB1D-4785-8257-3E685280D09F,1.0,"['African American', 'Caucasian', ""I'd rather not answer""]",0.0,4.0,16.0,0.0,0.0,8.0,3.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,2.0,0.0,2.0,1.0
352,9514BCF0-8AD4-4948-B12E-706BBF451492,6.8,"['Caucasian', 'African American', '']",0.0,9.0,16.0,7.0,0.0,6.0,5.0,3.0,1.0,19.0,2.0,3.0,0.0,1.0,6.0,4.0,3.0,5.0,0.0,3.0,3.0
353,1A32797F-04DB-4813-92A5-D68CE17A09EF,6.9,"['Caucasian', 'African American', ""I'd rather not answer""]",0.0,9.0,29.0,8.0,0.0,27.0,0.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,27.0,5.0,14.0,0.0,0.0,0.0,0.0
354,07113CCC-BD02-42CF-87E3-3E13DF00D018,11.1,['Not Hispanic or Latino'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
355,071F5EC8-8902-4115-865E-066E72B5C457,0.6000000000000001,"['Native American or Alaska Native', 'Caucasian,Native American or Alaska Native']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
356,072077CB-810B-4103-AFEE-1B9C2D509CA6,3.8,"['Caucasian', ""I'd rather not answer"", '']",0.0,6.0,14.0,3.0,0.0,6.0,0.0,8.0,0.0,10.0,0.0,3.0,2.0,0.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0
357,713E6E6A-29C0-44C9-AC8C-0A5E58CE88AF,27.3,"['', 'Caucasian', 'African American']",0.0,89.0,233.0,233.0,0.0,295.0,0.0,74.0,40.0,197.0,5.0,35.0,5.0,3.0,295.0,74.0,42.0,0.0,0.0,45.0,0.0
358,07285399-E1C7-455F-8DDC-8AAE23034483,0.6,"['African American,Caucasian']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,07440BBF-34EE-428A-A12B-5FF45370CBE0,1.5,"['Caucasian', '', 'Caucasian,Other']",0.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0
360,074FD4AA-08B1-454B-B7AC-8502F7EBA687,13.0,"['Caucasian', '', 'African American']",0.0,135.0,257.0,50.0,1.0,171.0,6.0,112.0,14.0,141.0,6.0,52.0,3.0,2.0,152.0,121.0,43.0,5.0,8.0,34.0,13.0
361,67FB4E6A-8E39-4FED-9C1E-91727F48973E,0.30000000000000004,"['Caucasian', ""I'd rather not answer"", '']",0.0,4.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
362,39E96A4F-7BBA-4266-9930-CFDF146ECF7D,2.0,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,12.0,20.0,2.0,1.0,23.0,0.0,1.0,3.0,9.0,1.0,1.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,4.0,1.0
363,5CB83664-FA80-420A-8A43-0F0BE375B41D,7.6000000000000005,"['Caucasian', '', 'Not Hispanic or Latino']",0.0,11.0,19.0,5.0,1.0,5.0,3.0,10.0,1.0,15.0,1.0,6.0,0.0,0.0,2.0,12.0,3.0,4.0,0.0,5.0,2.0
364,3124BF44-8DAF-40A8-BF62-174D0D287260,11.6,"['Caucasian', 'African American,Caucasian', '']",0.0,1.0,14.0,1.0,0.0,9.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0
365,4707C741-C9F0-4316-9453-27B3A3B847F7,113.1,"['Caucasian', '', 'Latino or Hispanic']",0.0,58.0,143.0,24.0,1.0,140.0,7.0,8.0,6.0,78.0,2.0,18.0,1.0,1.0,100.0,29.0,15.0,9.0,10.0,11.0,14.0
366,B0D63466-510F-4C5F-B340-4392E414C8CC,2.0,"['Caucasian', '', 'Native American or Alaska Native']",0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
367,986BBCFF-F01F-4258-9B51-BD1220B58867,5.1,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,5.0,18.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,3.0,14.0,0.0,2.0,2.0,1.0
368,C86F543B-ABBA-4705-A9D3-53E69560F5A4,3.9000000000000004,"['Caucasian', '', 'Latino or Hispanic']",0.0,20.0,25.0,7.0,0.0,35.0,2.0,6.0,0.0,7.0,1.0,5.0,0.0,1.0,32.0,6.0,6.0,1.0,0.0,2.0,0.0
369,3204AD7C-EEA3-4049-8189-BAB5210790A4,0.2,"['Caucasian', 'Latino or Hispanic', 'African American']",0.0,74.0,202.0,24.0,11.0,189.0,17.0,1.0,0.0,192.0,0.0,0.0,0.0,1.0,132.0,14.0,9.0,6.0,0.0,0.0,28.0
370,F44D88CD-5D4D-4625-83E8-332AFE9B1685,1.4,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,3.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
371,39D4BC94-05C6-4E4F-A97E-F80B73366931,38.5,"['Caucasian', ""I'd rather not answer"", '']",0.0,24.0,44.0,9.0,2.0,43.0,3.0,5.0,2.0,19.0,2.0,9.0,1.0,0.0,36.0,8.0,9.0,3.0,2.0,6.0,4.0
372,727C437C-D86D-4969-9D99-6EBD2D895497,8.5,"['Caucasian', 'Caucasian,Other', '']",0.0,11.0,8.0,2.0,0.0,11.0,1.0,2.0,1.0,5.0,0.0,4.0,0.0,0.0,8.0,2.0,4.0,1.0,0.0,1.0,2.0
373,9F763AA0-C760-406B-85E1-9020A79C978B,7.3,"['Caucasian', 'African']",0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
374,B30F0258-D467-4652-94FA-B6970C8B07C3,3.6,"['Caucasian', 'Caucasian,Latino or Hispanic', ""I'd rather not answer""]",0.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
375,DCDF245C-C4B7-45BF-BF00-ED1A419901DA,0.5,"['Caucasian', 'Not Hispanic or Latino', 'Native American or Alaska Native']",0.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0
376,497022E0-B861-4603-97A4-3971746F6101,1.3,"['Caucasian', 'African American', 'Latino or Hispanic']",0.0,0.0,9.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0
377,8ED0340E-0003-4ED7-AE62-FD19EBBE2B81,21.5,"['Caucasian', '', 'Latino or Hispanic']",0.0,36.0,74.0,10.0,1.0,102.0,1.0,1.0,3.0,20.0,0.0,3.0,0.0,0.0,89.0,7.0,4.0,2.0,0.0,3.0,4.0
378,7C9F0332-16E7-41DB-BBBC-C3A13FEDFCF3,9.4,"['Caucasian', 'African American', '']",0.0,16.0,22.0,2.0,0.0,21.0,0.0,2.0,2.0,15.0,0.0,6.0,0.0,0.0,21.0,2.0,5.0,0.0,1.0,3.0,2.0
379,8D0B3021-5657-4A1D-83E5-83D40BED001F,20.6,"['Caucasian', 'African American', '']",0.0,18.0,42.0,3.0,0.0,30.0,2.0,4.0,3.0,24.0,1.0,7.0,0.0,0.0,21.0,10.0,5.0,2.0,8.0,6.0,3.0
380,41B0F585-F8EB-4976-882A-78ED20AF5524,2.8,"[""I'd rather not answer"", 'Caucasian', '']",0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0
381,8915A81E-5B47-4FBE-8361-3989632EB62E,25.8,"['Caucasian', ""I'd rather not answer"", 'Not Hispanic or Latino']",0.0,15.0,37.0,1.0,0.0,31.0,0.0,4.0,1.0,16.0,0.0,4.0,2.0,1.0,20.0,14.0,5.0,0.0,5.0,2.0,1.0
382,339F76C8-5A35-442D-A881-0706957D139F,13.9,"['Caucasian', 'African American', 'Not Hispanic or Latino']",0.0,2.0,14.0,2.0,0.0,1.0,0.0,11.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,3.0,0.0
383,86244700-1A00-45C6-B3FD-2A4AF8BF4D25,12.2,"['Caucasian', 'African American', 'Other']",0.0,5.0,12.0,1.0,0.0,6.0,3.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,3.0,5.0,2.0,1.0,1.0,4.0,0.0
384,54DFAEAD-7FEA-4E40-9EE1-DA125E5C42FE,4.2,"['Caucasian,Latino or Hispanic', 'Latino or Hispanic', 'Caucasian']",0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
385,991A2541-5310-447E-BB2D-AC5453A9C2F4,2.3,"['Caucasian', 'African American', 'Asian']",0.0,1.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
386,2FB8BD78-19AF-41E5-B114-2F6218BD1BE0,0.9,"['Not Hispanic or Latino', 'African American']",0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
387,6DCF9CE6-CD90-4783-8DD0-3EB59DD19BA2,9.5,"['Caucasian', 'Latino or Hispanic', ""I'd rather not answer""]",0.0,14.0,19.0,1.0,0.0,5.0,0.0,5.0,1.0,11.0,1.0,17.0,0.0,0.0,4.0,5.0,16.0,0.0,0.0,3.0,0.0
388,0756BE00-DAA2-44E9-822D-10591DCD48F3,2.6,"['Caucasian', 'African American']",0.0,3.0,11.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
389,07653650-2317-4BC3-AB51-ED4EE5C6E387,20.3,"['Caucasian', 'African American', ""I'd rather not answer""]",0.0,11.0,11.0,1.0,0.0,5.0,1.0,5.0,1.0,12.0,1.0,3.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,2.0,3.0
390,08A52F0A-31B8-41D2-AC6E-3B49D6028151,2.9000000000000004,"['Caucasian', ""I'd rather not answer"", 'Not Hispanic or Latino']",0.0,2.0,6.0,2.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0
391,9257E140-E48F-4A61-9CF2-FE616F60082C,3.5,"['Caucasian', ""I'd rather not answer"", 'Slavic']",0.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
392,077254C2-27CC-41DB-92C2-5587978736DC,13.100000000000001,"['Caucasian', ""I'd rather not answer"", 'Latino or Hispanic']",0.0,6.0,28.0,3.0,0.0,22.0,1.0,5.0,3.0,8.0,0.0,2.0,0.0,0.0,22.0,5.0,2.0,1.0,0.0,3.0,0.0
393,CE44C58B-4A8D-4A26-BF14-C74D9E84B0CA,2.0,"['Caucasian', '', 'Asian']",0.0,4.0,7.0,5.0,0.0,7.0,1.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0
394,5A45A545-F857-4534-97E4-84E9C0F8AF24,228.1,"['Caucasian', 'African American', ""I'd rather not answer""]",0.0,200.0,365.0,67.0,1.0,154.0,14.0,112.0,3.0,443.0,17.0,85.0,13.0,1.0,72.0,112.0,86.0,14.0,104.0,26.0,7.0
395,E9B15086-0CC8-41C2-AB20-1BB729C5109F,9.0,"['Caucasian', ""I'd rather not answer"", 'African American']",0.0,19.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
396,D5F57E80-FD69-4799-9567-D13A09693160,2.4,"['Caucasian', 'Latino or Hispanic', ""I'd rather not answer""]",0.0,4.0,9.0,1.0,1.0,6.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0
397,C5C9404A-1DD4-4028-B322-F0E463FBF3A3,5.9,"[""I'd rather not answer"", 'Not Hispanic or Latino', 'Caucasian']",0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
398,1043D1CC-4CE3-4752-AD83-A818D9A455D4,20.5,"['Caucasian', ""I'd rather not answer"", 'Not Hispanic or Latino']",0.0,13.0,20.0,4.0,0.0,7.0,6.0,1.0,5.0,29.0,0.0,2.0,1.0,1.0,7.0,1.0,2.0,6.0,0.0,6.0,0.0
399,0776E76A-A4F0-4F9A-B79C-D5548976757E,0.5,"[""I'd rather not answer""]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,077D7C66-182E-40C5-9796-57D90C5B9087,0.6,"['Caucasian', 'Caucasian,Other']",0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
401,166F7D67-DF2E-4C4F-A774-23C5D57DF2F4,1.5,"['Caucasian,Other', 'Caucasian', 'Other']",0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
